game_date,player_name,player_team,opponent_team,opponent_pitcher,at_bats,hits,walks,strikeouts,home_runs,rbi,batting_avg
2024-06-27,Andrew Kittredge,BAL,Texas Rangers,Texas Rangers_Pitcher_4,4,1,0,0,1,0,0.25
2024-06-27,Wyatt Langford,TEX,Baltimore Orioles,Baltimore Orioles_Pitcher_4,3,0,0,1,0,0,0.0
2024-06-27,Adley Rutschman,BAL,Texas Rangers,Texas Rangers_Pitcher_2,3,1,0,0,0,1,0.3333333333333333
2024-06-27,Austin Wells,NYY,Toronto Blue Jays,Toronto Blue Jays_Pitcher_5,4,1,0,1,0,0,0.25
2024-06-27,Aaron Judge,NYY,Toronto Blue Jays,Toronto Blue Jays_Pitcher_5,3,1,0,0,0,0,0.3333333333333333
2024-06-27,Daulton Varsho,TOR,New York Yankees,New York Yankees_Pitcher_3,3,0,0,0,0,0,0.0
2024-06-27,Vladimir Guerrero Jr.,TOR,New York Yankees,New York Yankees_Pitcher_1,4,2,0,0,1,2,0.5
2024-06-27,Alejandro Kirk,TOR,New York Yankees,New York Yankees_Pitcher_2,3,0,0,1,0,0,0.0
2024-06-27,Brendon Little,TOR,New York Yankees,New York Yankees_Pitcher_2,3,1,0,0,0,1,0.3333333333333333
2024-06-27,Cam Schlittler,NYY,Toronto Blue Jays,Toronto Blue Jays_Pitcher_3,4,2,0,1,0,1,0.5
2024-06-27,Cody Bellinger,NYY,Toronto Blue Jays,Toronto Blue Jays_Pitcher_4,3,0,0,1,0,0,0.0
2024-06-27,David Bednar,NYY,Toronto Blue Jays,Toronto Blue Jays_Pitcher_2,4,0,0,1,0,0,0.0
2024-06-27,Elly De La Cruz,CIN,St. Louis Cardinals,St. Louis Cardinals_Pitcher_5,4,2,0,0,0,1,0.5
2024-06-27,Emilio Pagán,CIN,St. Louis Cardinals,St. Louis Cardinals_Pitcher_3,3,0,0,1,0,0,0.0
2024-06-27,Willson Contreras,STL,Cincinnati Reds,Cincinnati Reds_Pitcher_4,4,2,0,2,0,1,0.5
2024-06-27,Andrew Abbott,CIN,St. Louis Cardinals,St. Louis Cardinals_Pitcher_3,4,1,0,2,0,0,0.25
2024-06-27,Vinnie Pasquantino,KC,Cleveland Guardians,Cleveland Guardians_Pitcher_5,4,1,1,1,1,0,0.25
2024-06-27,Maikel Garcia,KC,Cleveland Guardians,Cleveland Guardians_Pitcher_5,4,1,1,1,0,1,0.25
2024-06-27,Hunter Gaddis,CLE,Kansas City Royals,Kansas City Royals_Pitcher_1,3,0,0,1,0,0,0.0
2024-06-27,Gleyber Torres,DET,Los Angeles Angels,Los Angeles Angels_Pitcher_1,3,2,0,0,0,1,0.6666666666666666
2024-06-27,Taylor Ward,LAA,Detroit Tigers,Detroit Tigers_Pitcher_2,4,1,0,2,0,1,0.25
2024-06-27,Zach McKinstry,DET,Los Angeles Angels,Los Angeles Angels_Pitcher_5,3,0,0,1,0,0,0.0
2024-06-27,Will Vest,DET,Los Angeles Angels,Los Angeles Angels_Pitcher_5,4,0,0,1,0,0,0.0
2024-06-28,Xavier Edwards,MIA,Philadelphia Phillies,Philadelphia Phillies_Pitcher_4,4,3,0,0,0,1,0.75
2024-06-28,Calvin Faucher,MIA,Philadelphia Phillies,Philadelphia Phillies_Pitcher_5,4,0,0,1,0,0,0.0
2024-06-28,Ranger Suárez,PHI,Miami Marlins,Miami Marlins_Pitcher_1,4,2,0,0,0,2,0.5
2024-06-28,Bryson Stott,PHI,Miami Marlins,Miami Marlins_Pitcher_1,4,1,0,2,0,0,0.25
2024-06-28,Jesús Luzardo,PHI,Miami Marlins,Miami Marlins_Pitcher_4,3,1,1,1,1,2,0.3333333333333333
2024-06-28,Pete Fairbanks,TB,Washington Nationals,Washington Nationals_Pitcher_1,3,1,1,0,0,2,0.3333333333333333
2024-06-28,Adolis García,TEX,Baltimore Orioles,Baltimore Orioles_Pitcher_4,3,0,0,0,0,0,0.0
2024-06-28,Keegan Akin,BAL,Texas Rangers,Texas Rangers_Pitcher_4,4,2,0,0,0,1,0.5
2024-06-28,Andrew Kittredge,BAL,Texas Rangers,Texas Rangers_Pitcher_2,4,1,1,0,1,0,0.25
2024-06-28,Wyatt Langford,TEX,Baltimore Orioles,Baltimore Orioles_Pitcher_3,4,1,0,0,0,1,0.25
2024-06-28,Adley Rutschman,BAL,Texas Rangers,Texas Rangers_Pitcher_3,4,2,0,1,0,0,0.5
2024-06-28,Austin Wells,NYY,Toronto Blue Jays,Toronto Blue Jays_Pitcher_1,4,1,0,2,0,0,0.25
2024-06-28,Aaron Judge,NYY,Toronto Blue Jays,Toronto Blue Jays_Pitcher_2,4,1,0,1,1,0,0.25
2024-06-28,Daulton Varsho,TOR,New York Yankees,New York Yankees_Pitcher_2,3,0,0,3,0,0,0.0
2024-06-28,Vladimir Guerrero Jr.,TOR,New York Yankees,New York Yankees_Pitcher_5,3,0,0,0,0,0,0.0
2024-06-28,Alejandro Kirk,TOR,New York Yankees,New York Yankees_Pitcher_4,4,1,0,0,0,0,0.25
2024-06-28,Brendon Little,TOR,New York Yankees,New York Yankees_Pitcher_5,4,0,0,0,0,0,0.0
2024-06-28,Cam Schlittler,NYY,Toronto Blue Jays,Toronto Blue Jays_Pitcher_3,4,2,0,0,1,2,0.5
2024-06-28,Cody Bellinger,NYY,Toronto Blue Jays,Toronto Blue Jays_Pitcher_2,4,1,1,0,0,0,0.25
2024-06-28,David Bednar,NYY,Toronto Blue Jays,Toronto Blue Jays_Pitcher_5,3,0,0,2,0,0,0.0
2024-06-28,Brandon Nimmo,NYM,Houston Astros,Houston Astros_Pitcher_3,4,1,0,0,0,1,0.25
2024-06-28,Hunter Brown,HOU,New York Mets,New York Mets_Pitcher_2,4,2,0,1,0,1,0.5
2024-06-28,Wilyer Abreu,BOS,San Diego Padres,San Diego Padres_Pitcher_4,3,2,0,0,1,1,0.6666666666666666
2024-06-28,Trevor Story,BOS,San Diego Padres,San Diego Padres_Pitcher_2,4,2,0,1,0,2,0.5
2024-06-28,Mason Miller,SD,Boston Red Sox,Boston Red Sox_Pitcher_4,4,0,1,2,0,1,0.0
2024-06-28,Mickey Moniak,COL,Chicago White Sox,Chicago White Sox_Pitcher_1,3,2,0,0,0,1,0.6666666666666666
2024-06-28,Colson Montgomery,CWS,Colorado Rockies,Colorado Rockies_Pitcher_3,4,1,0,2,0,0,0.25
2024-06-28,Jurickson Profar,ATL,Pittsburgh Pirates,Pittsburgh Pirates_Pitcher_1,3,0,0,1,0,0,0.0
2024-06-28,Oneil Cruz,PIT,Atlanta Braves,Atlanta Braves_Pitcher_1,4,2,0,2,0,1,0.5
2024-06-28,Paul Skenes,PIT,Atlanta Braves,Atlanta Braves_Pitcher_2,3,0,0,1,0,0,0.0
2024-06-28,Bubba Chandler,PIT,Atlanta Braves,Atlanta Braves_Pitcher_4,4,2,0,1,0,2,0.5
2024-06-28,Spencer Strider,ATL,Pittsburgh Pirates,Pittsburgh Pirates_Pitcher_4,4,1,0,0,0,0,0.25
2024-06-28,Vinnie Pasquantino,KC,Cleveland Guardians,Cleveland Guardians_Pitcher_2,4,1,0,0,1,1,0.25
2024-06-28,Maikel Garcia,KC,Cleveland Guardians,Cleveland Guardians_Pitcher_3,4,1,0,1,0,1,0.25
2024-06-28,Hunter Gaddis,CLE,Kansas City Royals,Kansas City Royals_Pitcher_2,3,1,0,0,0,1,0.3333333333333333
2024-06-28,Jacob Misiorowski,MIL,Chicago Cubs,Chicago Cubs_Pitcher_3,4,1,0,0,1,1,0.25
2024-06-28,William Contreras,MIL,Chicago Cubs,Chicago Cubs_Pitcher_1,3,3,0,0,0,1,1.0
2024-06-28,Andrew Vaughn,MIL,Chicago Cubs,Chicago Cubs_Pitcher_2,3,2,1,0,0,1,0.6666666666666666
2024-06-28,Brice Turang,MIL,Chicago Cubs,Chicago Cubs_Pitcher_1,4,2,0,1,0,1,0.5
2024-06-28,Matt Shaw,CHC,Milwaukee Brewers,Milwaukee Brewers_Pitcher_5,3,0,0,0,0,0,0.0
2024-06-28,Seiya Suzuki,CHC,Milwaukee Brewers,Milwaukee Brewers_Pitcher_5,4,1,0,0,0,1,0.25
2024-06-28,Freddy Peralta,MIL,Chicago Cubs,Chicago Cubs_Pitcher_2,3,1,0,1,0,1,0.3333333333333333
2024-06-28,Abner Uribe,MIL,Chicago Cubs,Chicago Cubs_Pitcher_2,3,0,0,1,0,0,0.0
2024-06-28,Jacob Misiorowski,MIL,Chicago Cubs,Chicago Cubs_Pitcher_3,4,1,0,0,1,1,0.25
2024-06-28,Trevor Megill,MIL,Chicago Cubs,Chicago Cubs_Pitcher_3,3,0,0,1,0,0,0.0
2024-06-28,Elly De La Cruz,CIN,St. Louis Cardinals,St. Louis Cardinals_Pitcher_1,4,2,0,0,0,0,0.5
2024-06-28,Emilio Pagán,CIN,St. Louis Cardinals,St. Louis Cardinals_Pitcher_3,3,1,0,1,1,0,0.3333333333333333
2024-06-28,Willson Contreras,STL,Cincinnati Reds,Cincinnati Reds_Pitcher_5,4,2,0,1,1,1,0.5
2024-06-28,Andrew Abbott,CIN,St. Louis Cardinals,St. Louis Cardinals_Pitcher_1,4,2,0,1,1,1,0.5
2024-06-28,Gleyber Torres,DET,Los Angeles Angels,Los Angeles Angels_Pitcher_1,4,0,0,1,0,0,0.0
2024-06-28,Taylor Ward,LAA,Detroit Tigers,Detroit Tigers_Pitcher_1,4,1,0,2,0,1,0.25
2024-06-28,Zach McKinstry,DET,Los Angeles Angels,Los Angeles Angels_Pitcher_5,3,0,0,0,0,0,0.0
2024-06-28,Will Vest,DET,Los Angeles Angels,Los Angeles Angels_Pitcher_2,3,2,0,1,0,2,0.6666666666666666
2024-06-28,Geraldo Perdomo,AZ,Oakland Athletics,Oakland Athletics_Pitcher_1,4,1,1,1,1,1,0.25
2024-06-28,Lawrence Butler,ATH,Arizona Diamondbacks,Arizona Diamondbacks_Pitcher_1,4,0,0,2,0,0,0.0
2024-06-28,Luis Morales,ATH,Arizona Diamondbacks,Arizona Diamondbacks_Pitcher_3,3,1,0,0,1,0,0.3333333333333333
2024-06-28,Andrew Saalfrank,AZ,Oakland Athletics,Oakland Athletics_Pitcher_2,3,1,0,0,0,1,0.3333333333333333
2024-06-28,Sean Newcomb,ATH,Arizona Diamondbacks,Arizona Diamondbacks_Pitcher_2,4,1,0,0,1,0,0.25
2024-06-28,Corbin Carroll,AZ,Oakland Athletics,Oakland Athletics_Pitcher_4,4,0,0,1,0,0,0.0
2024-06-28,Max Muncy,LAD,San Francisco Giants,San Francisco Giants_Pitcher_3,4,1,0,1,0,1,0.25
2024-06-28,Matt Chapman,SF,Los Angeles Dodgers,Los Angeles Dodgers_Pitcher_5,3,1,0,0,0,0,0.3333333333333333
2024-06-29,Mickey Moniak,COL,Chicago White Sox,Chicago White Sox_Pitcher_5,4,1,0,1,1,0,0.25
2024-06-29,Colson Montgomery,CWS,Colorado Rockies,Colorado Rockies_Pitcher_1,3,1,0,0,0,1,0.3333333333333333
2024-06-29,Elly De La Cruz,CIN,St. Louis Cardinals,St. Louis Cardinals_Pitcher_5,4,1,0,1,0,0,0.25
2024-06-29,Emilio Pagán,CIN,St. Louis Cardinals,St. Louis Cardinals_Pitcher_5,3,1,0,0,0,0,0.3333333333333333
2024-06-29,Willson Contreras,STL,Cincinnati Reds,Cincinnati Reds_Pitcher_2,3,1,0,1,0,1,0.3333333333333333
2024-06-29,Andrew Abbott,CIN,St. Louis Cardinals,St. Louis Cardinals_Pitcher_3,3,0,0,3,0,0,0.0
2024-06-29,Austin Wells,NYY,Toronto Blue Jays,Toronto Blue Jays_Pitcher_2,3,1,0,2,0,0,0.3333333333333333
2024-06-29,Aaron Judge,NYY,Toronto Blue Jays,Toronto Blue Jays_Pitcher_5,4,0,0,2,0,0,0.0
2024-06-29,Daulton Varsho,TOR,New York Yankees,New York Yankees_Pitcher_2,4,2,0,0,0,2,0.5
2024-06-29,Vladimir Guerrero Jr.,TOR,New York Yankees,New York Yankees_Pitcher_4,4,1,0,0,0,0,0.25
2024-06-29,Alejandro Kirk,TOR,New York Yankees,New York Yankees_Pitcher_4,4,1,0,1,0,0,0.25
2024-06-29,Brendon Little,TOR,New York Yankees,New York Yankees_Pitcher_4,3,1,0,1,0,0,0.3333333333333333
2024-06-29,Cam Schlittler,NYY,Toronto Blue Jays,Toronto Blue Jays_Pitcher_1,4,1,0,1,0,1,0.25
2024-06-29,Cody Bellinger,NYY,Toronto Blue Jays,Toronto Blue Jays_Pitcher_1,3,1,0,0,0,0,0.3333333333333333
2024-06-29,David Bednar,NYY,Toronto Blue Jays,Toronto Blue Jays_Pitcher_1,3,1,0,0,0,0,0.3333333333333333
2024-06-29,Xavier Edwards,MIA,Philadelphia Phillies,Philadelphia Phillies_Pitcher_3,3,0,0,0,0,0,0.0
2024-06-29,Calvin Faucher,MIA,Philadelphia Phillies,Philadelphia Phillies_Pitcher_2,3,2,0,1,0,0,0.6666666666666666
2024-06-29,Ranger Suárez,PHI,Miami Marlins,Miami Marlins_Pitcher_5,3,1,1,1,0,2,0.3333333333333333
2024-06-29,Bryson Stott,PHI,Miami Marlins,Miami Marlins_Pitcher_1,3,0,0,1,0,0,0.0
2024-06-29,Jesús Luzardo,PHI,Miami Marlins,Miami Marlins_Pitcher_2,4,2,0,0,0,0,0.5
2024-06-29,Vinnie Pasquantino,KC,Cleveland Guardians,Cleveland Guardians_Pitcher_5,4,1,0,1,1,0,0.25
2024-06-29,Maikel Garcia,KC,Cleveland Guardians,Cleveland Guardians_Pitcher_2,3,0,0,1,0,0,0.0
2024-06-29,Hunter Gaddis,CLE,Kansas City Royals,Kansas City Royals_Pitcher_2,3,0,1,1,0,1,0.0
2024-06-29,Brandon Nimmo,NYM,Houston Astros,Houston Astros_Pitcher_5,4,3,1,0,0,2,0.75
2024-06-29,Hunter Brown,HOU,New York Mets,New York Mets_Pitcher_5,3,2,0,1,0,0,0.6666666666666666
2024-06-29,Geraldo Perdomo,AZ,Oakland Athletics,Oakland Athletics_Pitcher_2,3,1,0,0,0,1,0.3333333333333333
2024-06-29,Lawrence Butler,ATH,Arizona Diamondbacks,Arizona Diamondbacks_Pitcher_2,4,1,0,0,0,1,0.25
2024-06-29,Luis Morales,ATH,Arizona Diamondbacks,Arizona Diamondbacks_Pitcher_4,3,3,0,0,0,2,1.0
2024-06-29,Andrew Saalfrank,AZ,Oakland Athletics,Oakland Athletics_Pitcher_5,4,2,0,2,1,1,0.5
2024-06-29,Sean Newcomb,ATH,Arizona Diamondbacks,Arizona Diamondbacks_Pitcher_3,4,3,0,0,0,0,0.75
2024-06-29,Corbin Carroll,AZ,Oakland Athletics,Oakland Athletics_Pitcher_2,4,0,0,0,0,0,0.0
2024-06-29,Wilyer Abreu,BOS,San Diego Padres,San Diego Padres_Pitcher_5,3,1,0,1,0,1,0.3333333333333333
2024-06-29,Trevor Story,BOS,San Diego Padres,San Diego Padres_Pitcher_3,3,1,0,0,1,1,0.3333333333333333
2024-06-29,Mason Miller,SD,Boston Red Sox,Boston Red Sox_Pitcher_5,3,1,0,2,0,0,0.3333333333333333
2024-06-29,Pete Fairbanks,TB,Washington Nationals,Washington Nationals_Pitcher_1,3,1,0,1,1,0,0.3333333333333333
2024-06-29,Jurickson Profar,ATL,Pittsburgh Pirates,Pittsburgh Pirates_Pitcher_5,3,1,0,1,0,1,0.3333333333333333
2024-06-29,Oneil Cruz,PIT,Atlanta Braves,Atlanta Braves_Pitcher_3,3,0,0,2,0,0,0.0
2024-06-29,Paul Skenes,PIT,Atlanta Braves,Atlanta Braves_Pitcher_1,4,1,0,0,0,1,0.25
2024-06-29,Bubba Chandler,PIT,Atlanta Braves,Atlanta Braves_Pitcher_5,4,2,0,1,0,2,0.5
2024-06-29,Spencer Strider,ATL,Pittsburgh Pirates,Pittsburgh Pirates_Pitcher_4,4,1,0,1,0,0,0.25
2024-06-29,Jacob Misiorowski,MIL,Chicago Cubs,Chicago Cubs_Pitcher_2,3,1,0,1,0,1,0.3333333333333333
2024-06-29,William Contreras,MIL,Chicago Cubs,Chicago Cubs_Pitcher_1,4,1,0,0,0,0,0.25
2024-06-29,Andrew Vaughn,MIL,Chicago Cubs,Chicago Cubs_Pitcher_1,4,0,0,3,0,0,0.0
2024-06-29,Brice Turang,MIL,Chicago Cubs,Chicago Cubs_Pitcher_5,4,0,1,4,0,0,0.0
2024-06-29,Matt Shaw,CHC,Milwaukee Brewers,Milwaukee Brewers_Pitcher_2,3,2,0,1,0,1,0.6666666666666666
2024-06-29,Seiya Suzuki,CHC,Milwaukee Brewers,Milwaukee Brewers_Pitcher_4,3,1,0,1,0,1,0.3333333333333333
2024-06-29,Freddy Peralta,MIL,Chicago Cubs,Chicago Cubs_Pitcher_4,3,1,1,0,0,1,0.3333333333333333
2024-06-29,Abner Uribe,MIL,Chicago Cubs,Chicago Cubs_Pitcher_1,4,1,0,0,0,1,0.25
2024-06-29,Jacob Misiorowski,MIL,Chicago Cubs,Chicago Cubs_Pitcher_2,3,1,0,1,0,1,0.3333333333333333
2024-06-29,Trevor Megill,MIL,Chicago Cubs,Chicago Cubs_Pitcher_5,4,1,0,1,0,1,0.25
2024-06-29,Max Muncy,LAD,San Francisco Giants,San Francisco Giants_Pitcher_3,3,0,0,0,0,0,0.0
2024-06-29,Matt Chapman,SF,Los Angeles Dodgers,Los Angeles Dodgers_Pitcher_2,4,1,0,1,0,1,0.25
2024-06-29,Adolis García,TEX,Baltimore Orioles,Baltimore Orioles_Pitcher_1,4,2,0,0,0,1,0.5
2024-06-29,Keegan Akin,BAL,Texas Rangers,Texas Rangers_Pitcher_3,3,0,0,1,0,0,0.0
2024-06-29,Andrew Kittredge,BAL,Texas Rangers,Texas Rangers_Pitcher_1,3,1,0,0,0,0,0.3333333333333333
2024-06-29,Wyatt Langford,TEX,Baltimore Orioles,Baltimore Orioles_Pitcher_2,3,0,0,0,0,0,0.0
2024-06-29,Adley Rutschman,BAL,Texas Rangers,Texas Rangers_Pitcher_3,3,1,0,0,0,1,0.3333333333333333
2024-06-29,Gleyber Torres,DET,Los Angeles Angels,Los Angeles Angels_Pitcher_4,3,2,0,0,1,1,0.6666666666666666
2024-06-29,Taylor Ward,LAA,Detroit Tigers,Detroit Tigers_Pitcher_4,3,1,0,1,1,0,0.3333333333333333
2024-06-29,Zach McKinstry,DET,Los Angeles Angels,Los Angeles Angels_Pitcher_2,4,1,0,1,0,0,0.25
2024-06-29,Will Vest,DET,Los Angeles Angels,Los Angeles Angels_Pitcher_3,3,1,0,0,0,1,0.3333333333333333
2024-06-30,Jurickson Profar,ATL,Pittsburgh Pirates,Pittsburgh Pirates_Pitcher_3,3,2,0,0,0,2,0.6666666666666666
2024-06-30,Oneil Cruz,PIT,Atlanta Braves,Atlanta Braves_Pitcher_1,4,0,0,0,0,0,0.0
2024-06-30,Paul Skenes,PIT,Atlanta Braves,Atlanta Braves_Pitcher_5,4,2,0,0,0,1,0.5
2024-06-30,Bubba Chandler,PIT,Atlanta Braves,Atlanta Braves_Pitcher_2,3,0,0,1,0,0,0.0
2024-06-30,Spencer Strider,ATL,Pittsburgh Pirates,Pittsburgh Pirates_Pitcher_5,3,0,0,1,0,0,0.0
2024-06-30,Wilyer Abreu,BOS,San Diego Padres,San Diego Padres_Pitcher_3,3,0,0,2,0,0,0.0
2024-06-30,Trevor Story,BOS,San Diego Padres,San Diego Padres_Pitcher_2,4,2,0,0,0,0,0.5
2024-06-30,Mason Miller,SD,Boston Red Sox,Boston Red Sox_Pitcher_5,4,1,0,0,0,1,0.25
2024-06-30,Xavier Edwards,MIA,Philadelphia Phillies,Philadelphia Phillies_Pitcher_3,3,0,0,0,0,0,0.0
2024-06-30,Calvin Faucher,MIA,Philadelphia Phillies,Philadelphia Phillies_Pitcher_5,3,2,0,1,1,0,0.6666666666666666
2024-06-30,Ranger Suárez,PHI,Miami Marlins,Miami Marlins_Pitcher_5,4,2,0,0,0,1,0.5
2024-06-30,Bryson Stott,PHI,Miami Marlins,Miami Marlins_Pitcher_5,3,0,0,2,0,0,0.0
2024-06-30,Jesús Luzardo,PHI,Miami Marlins,Miami Marlins_Pitcher_5,3,0,0,0,0,0,0.0
2024-06-30,Austin Wells,NYY,Toronto Blue Jays,Toronto Blue Jays_Pitcher_2,3,2,0,0,2,1,0.6666666666666666
2024-06-30,Aaron Judge,NYY,Toronto Blue Jays,Toronto Blue Jays_Pitcher_3,4,0,0,2,0,0,0.0
2024-06-30,Daulton Varsho,TOR,New York Yankees,New York Yankees_Pitcher_3,3,1,0,0,0,1,0.3333333333333333
2024-06-30,Vladimir Guerrero Jr.,TOR,New York Yankees,New York Yankees_Pitcher_3,3,1,0,1,0,0,0.3333333333333333
2024-06-30,Alejandro Kirk,TOR,New York Yankees,New York Yankees_Pitcher_3,4,0,0,1,0,0,0.0
2024-06-30,Brendon Little,TOR,New York Yankees,New York Yankees_Pitcher_2,3,1,0,0,0,0,0.3333333333333333
2024-06-30,Cam Schlittler,NYY,Toronto Blue Jays,Toronto Blue Jays_Pitcher_4,3,0,1,1,0,1,0.0
2024-06-30,Cody Bellinger,NYY,Toronto Blue Jays,Toronto Blue Jays_Pitcher_2,3,2,0,0,0,0,0.6666666666666666
2024-06-30,David Bednar,NYY,Toronto Blue Jays,Toronto Blue Jays_Pitcher_2,3,0,0,1,0,0,0.0
2024-06-30,Brandon Nimmo,NYM,Houston Astros,Houston Astros_Pitcher_5,4,1,0,1,0,0,0.25
2024-06-30,Hunter Brown,HOU,New York Mets,New York Mets_Pitcher_5,4,1,0,1,0,1,0.25
2024-06-30,Pete Fairbanks,TB,Washington Nationals,Washington Nationals_Pitcher_3,3,1,0,1,0,1,0.3333333333333333
2024-06-30,Vinnie Pasquantino,KC,Cleveland Guardians,Cleveland Guardians_Pitcher_1,3,3,0,0,1,2,1.0
2024-06-30,Maikel Garcia,KC,Cleveland Guardians,Cleveland Guardians_Pitcher_5,3,1,0,0,0,0,0.3333333333333333
2024-06-30,Hunter Gaddis,CLE,Kansas City Royals,Kansas City Royals_Pitcher_5,3,0,1,0,0,1,0.0
2024-06-30,Mickey Moniak,COL,Chicago White Sox,Chicago White Sox_Pitcher_4,4,1,0,0,1,1,0.25
2024-06-30,Colson Montgomery,CWS,Colorado Rockies,Colorado Rockies_Pitcher_1,3,1,0,0,0,0,0.3333333333333333
2024-06-30,Jacob Misiorowski,MIL,Chicago Cubs,Chicago Cubs_Pitcher_5,3,0,0,0,0,0,0.0
2024-06-30,William Contreras,MIL,Chicago Cubs,Chicago Cubs_Pitcher_5,3,1,0,2,1,1,0.3333333333333333
2024-06-30,Andrew Vaughn,MIL,Chicago Cubs,Chicago Cubs_Pitcher_1,4,3,0,0,0,1,0.75
2024-06-30,Brice Turang,MIL,Chicago Cubs,Chicago Cubs_Pitcher_3,3,0,0,1,0,0,0.0
2024-06-30,Matt Shaw,CHC,Milwaukee Brewers,Milwaukee Brewers_Pitcher_4,4,0,0,1,0,0,0.0
2024-06-30,Seiya Suzuki,CHC,Milwaukee Brewers,Milwaukee Brewers_Pitcher_2,4,1,0,0,0,0,0.25
2024-06-30,Freddy Peralta,MIL,Chicago Cubs,Chicago Cubs_Pitcher_1,4,0,1,2,0,1,0.0
2024-06-30,Abner Uribe,MIL,Chicago Cubs,Chicago Cubs_Pitcher_2,3,1,0,1,0,0,0.3333333333333333
2024-06-30,Jacob Misiorowski,MIL,Chicago Cubs,Chicago Cubs_Pitcher_5,3,0,0,0,0,0,0.0
2024-06-30,Trevor Megill,MIL,Chicago Cubs,Chicago Cubs_Pitcher_3,4,2,1,0,0,2,0.5
2024-06-30,Elly De La Cruz,CIN,St. Louis Cardinals,St. Louis Cardinals_Pitcher_1,3,0,0,1,0,0,0.0
2024-06-30,Emilio Pagán,CIN,St. Louis Cardinals,St. Louis Cardinals_Pitcher_4,4,0,0,0,0,0,0.0
2024-06-30,Willson Contreras,STL,Cincinnati Reds,Cincinnati Reds_Pitcher_2,4,1,0,2,1,1,0.25
2024-06-30,Andrew Abbott,CIN,St. Louis Cardinals,St. Louis Cardinals_Pitcher_3,4,2,0,1,0,2,0.5
2024-06-30,Max Muncy,LAD,San Francisco Giants,San Francisco Giants_Pitcher_3,3,2,0,0,0,2,0.6666666666666666
2024-06-30,Matt Chapman,SF,Los Angeles Dodgers,Los Angeles Dodgers_Pitcher_5,3,0,0,1,0,0,0.0
2024-06-30,Gleyber Torres,DET,Los Angeles Angels,Los Angeles Angels_Pitcher_5,4,2,0,0,0,1,0.5
2024-06-30,Taylor Ward,LAA,Detroit Tigers,Detroit Tigers_Pitcher_4,4,0,0,1,0,0,0.0
2024-06-30,Zach McKinstry,DET,Los Angeles Angels,Los Angeles Angels_Pitcher_1,4,2,0,1,1,0,0.5
2024-06-30,Will Vest,DET,Los Angeles Angels,Los Angeles Angels_Pitcher_5,4,2,0,0,0,1,0.5
2024-06-30,Geraldo Perdomo,AZ,Oakland Athletics,Oakland Athletics_Pitcher_3,4,2,0,0,0,0,0.5
2024-06-30,Lawrence Butler,ATH,Arizona Diamondbacks,Arizona Diamondbacks_Pitcher_2,4,2,0,0,1,2,0.5
2024-06-30,Luis Morales,ATH,Arizona Diamondbacks,Arizona Diamondbacks_Pitcher_1,4,0,0,0,0,0,0.0
2024-06-30,Andrew Saalfrank,AZ,Oakland Athletics,Oakland Athletics_Pitcher_2,3,0,0,1,0,0,0.0
2024-06-30,Sean Newcomb,ATH,Arizona Diamondbacks,Arizona Diamondbacks_Pitcher_5,4,2,0,0,0,1,0.5
2024-06-30,Corbin Carroll,AZ,Oakland Athletics,Oakland Athletics_Pitcher_1,3,1,0,0,0,0,0.3333333333333333
2024-06-30,Adolis García,TEX,Baltimore Orioles,Baltimore Orioles_Pitcher_1,4,1,0,1,0,1,0.25
2024-06-30,Keegan Akin,BAL,Texas Rangers,Texas Rangers_Pitcher_5,4,0,0,1,0,0,0.0
2024-06-30,Andrew Kittredge,BAL,Texas Rangers,Texas Rangers_Pitcher_2,4,2,0,1,0,2,0.5
2024-06-30,Wyatt Langford,TEX,Baltimore Orioles,Baltimore Orioles_Pitcher_5,3,0,0,2,0,0,0.0
2024-06-30,Adley Rutschman,BAL,Texas Rangers,Texas Rangers_Pitcher_4,4,0,0,1,0,0,0.0
2024-07-01,Daulton Varsho,TOR,Houston Astros,Houston Astros_Pitcher_3,3,1,0,0,0,1,0.3333333333333333
2024-07-01,Vladimir Guerrero Jr.,TOR,Houston Astros,Houston Astros_Pitcher_1,4,1,0,0,1,1,0.25
2024-07-01,Alejandro Kirk,TOR,Houston Astros,Houston Astros_Pitcher_2,4,0,0,2,0,0,0.0
2024-07-01,Brendon Little,TOR,Houston Astros,Houston Astros_Pitcher_1,3,0,0,0,0,0,0.0
2024-07-01,Hunter Brown,HOU,Toronto Blue Jays,Toronto Blue Jays_Pitcher_4,4,0,0,1,0,0,0.0
2024-07-01,Brandon Nimmo,NYM,Washington Nationals,Washington Nationals_Pitcher_1,3,1,0,1,0,0,0.3333333333333333
2024-07-01,Mickey Moniak,COL,Milwaukee Brewers,Milwaukee Brewers_Pitcher_5,4,0,0,1,0,0,0.0
2024-07-01,Jacob Misiorowski,MIL,Colorado Rockies,Colorado Rockies_Pitcher_4,4,2,0,0,0,1,0.5
2024-07-01,William Contreras,MIL,Colorado Rockies,Colorado Rockies_Pitcher_4,4,2,0,1,0,1,0.5
2024-07-01,Andrew Vaughn,MIL,Colorado Rockies,Colorado Rockies_Pitcher_1,4,1,0,2,0,0,0.25
2024-07-01,Brice Turang,MIL,Colorado Rockies,Colorado Rockies_Pitcher_4,3,2,0,0,0,2,0.6666666666666666
2024-07-01,Freddy Peralta,MIL,Colorado Rockies,Colorado Rockies_Pitcher_3,3,1,0,1,0,0,0.3333333333333333
